Manufacturer;Series;Model;Impeller;DnOut;FreePassageMm;P2Kw;Rpm;Voltage;Qmax_m3h;H0_m;QH_points;QP;QEta;QNpsh;Quality;Document
Tsunami;WL;400WL2000-16-132;MultiChannel;400;0;132.0;990;3~380 В;2400.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-20-160;MultiChannel;400;0;160.0;990;3~380 В;2400.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-23-185;MultiChannel;400;0;185.0;990;3~380 В;2400.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-25-200;MultiChannel;400;0;200.0;740;3~380 В;2500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-28-220;MultiChannel;400;0;220.0;740;3~380 В;2500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-32-250;MultiChannel;400;0;250.0;740;3~380 В;2500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;400WL2000-36-280;MultiChannel;400;0;280.0;740;3~380 В;2500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;450WL2200-10-90;MultiChannel;450;0;90.0;990;3~380 В;2640.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;450WL2200-12-110;MultiChannel;450;0;110.0;990;3~380 В;2640.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;450WL2200-15-132;MultiChannel;450;0;132.0;990;3~380 В;2640.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL2000-7-55;MultiChannel;500;0;55.0;740;3~380 В;2400.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL2200-8-75;MultiChannel;500;0;75.0;980;3~380 В;2640.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-11-132;MultiChannel;500;0;132.0;740;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-13-160;MultiChannel;500;0;160.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-15-185;MultiChannel;500;0;185.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-16-200;MultiChannel;500;0;200.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-18-220;MultiChannel;500;0;220.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-21-250;MultiChannel;500;0;250.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;500WL3000-24-280;MultiChannel;500;0;280.0;745;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL15-12-1.1;MultiChannel;50;0;1.1;2825;3~380 В;18.75;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL15-16-1.5;MultiChannel;50;0;1.5;2840;3~380 В;18.75;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL15-22-2.2;MultiChannel;50;0;2.2;2840;3~380 В;18.75;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL15-30-3;MultiChannel;50;0;3.0;2880;3~380 В;18.75;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL25-25-4;MultiChannel;50;0;4.0;2880;3~380 В;31.25;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL25-32-5.5;MultiChannel;50;0;5.5;1440;3~380 В;31.25;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;50WL25-36-7.5;MultiChannel;50;0;7.5;1440;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL2500-5-55;MultiChannel;600;0;55.0;590;3~380 В;3000.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL2500-7-75;MultiChannel;600;0;75.0;590;3~380 В;3000.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL3000-10-132;MultiChannel;600;0;132.0;590;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL3000-8-110;MultiChannel;600;0;110.0;590;3~380 В;3600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-10-160;MultiChannel;600;0;160.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-11-185;MultiChannel;600;0;185.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-12-200;MultiChannel;600;0;200.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-14-220;MultiChannel;600;0;220.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-16-250;MultiChannel;600;0;250.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-18-280;MultiChannel;600;0;280.0;745;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;600WL4000-20-315;MultiChannel;600;0;315.0;740;3~380 В;4800.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;65WL30-10-2.2;MultiChannel;65;0;2.2;1420;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;65WL30-15-3;MultiChannel;65;0;3.0;1420;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;65WL30-22-4;MultiChannel;65;0;4.0;1440;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;65WL30-30-5.5;MultiChannel;65;0;5.5;1440;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;65WL30-35-7.5;MultiChannel;65;0;7.5;1440;3~380 В;37.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-10-3;MultiChannel;80;0;3.0;1420;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-15-4;MultiChannel;80;0;4.0;1440;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-20-5.5;MultiChannel;80;0;5.5;1440;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-25-7.5;MultiChannel;80;0;7.5;1440;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-35-11;MultiChannel;80;0;11.0;2900;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-40-15;MultiChannel;80;0;15.0;2900;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WL;80WL50-8-2.2;MultiChannel;80;0;2.2;1420;3~380 В;62.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WL
Tsunami;WQ;100WQ100-15-7.5;MultiChannel;100;0;7.5;0;3~380 В;130.0;23.4;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ100-25-11;MultiChannel;100;0;11.0;0;3~380 В;130.0;32.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ100-30-15;MultiChannel;100;0;15.0;0;3~380 В;130.0;36.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ100-35-18.5;MultiChannel;100;0;18.5;0;3~380 В;130.3;43.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ100-40-22;MultiChannel;100;0;22.0;0;3~380 В;160.0;44.0;9;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ110-10-5.5;MultiChannel;100;0;5.5;0;3~380 В;130.1;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ50-5-1.5;MultiChannel;100;0;1.5;0;3~380 В;60.0;14.0;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ50-7-2.2;MultiChannel;100;0;2.2;0;3~380 В;60.0;16.0;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ60-12-4;MultiChannel;100;0;4.0;0;3~380 В;90.0;21.4;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ60-18-5.5;MultiChannel;100;0;5.5;0;3~380 В;100.0;26.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ60-9-3;MultiChannel;100;0;3.0;0;3~380 В;79.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ65-22-7.5;MultiChannel;100;0;7.5;0;3~380 В;99.8;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ80-10-4;MultiChannel;100;0;4.0;1435;3~380 В;90.0;24.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ80-24-11;MultiChannel;100;0;11.0;2900;3~380 В;100.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ80-32-15;MultiChannel;100;0;15.0;2900;3~380 В;100.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ80-36-18.5;MultiChannel;100;0;18.5;2900;3~380 В;100.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;100WQ80-40-22;MultiChannel;100;0;22.0;2900;3~380 В;100.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ100-10-7.5;MultiChannel;150;0;7.5;0;3~380 В;120.0;22.0;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ120-8-5.5;MultiChannel;150;0;5.5;0;3~380 В;120.0;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ145-9-7.5;MultiChannel;150;0;7.5;0;3~380 В;220.0;15.5;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-15-11;MultiChannel;150;0;11.0;1460;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-20-15;MultiChannel;150;0;15.0;1460;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-25-18.5;MultiChannel;150;0;18.5;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-30-22;MultiChannel;150;0;22.0;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-40-30;MultiChannel;150;0;30.0;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-45-37;MultiChannel;150;0;37.0;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-50-45;MultiChannel;150;0;45.0;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-60-55;MultiChannel;150;0;55.0;1470;3~380 В;187.5;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ150-7-5.5;MultiChannel;150;0;5.5;1440;3~380 В;180.0;20.0;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ180-11-11;MultiChannel;150;0;11.0;0;3~380 В;220.3;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ180-20-18.5;MultiChannel;150;0;18.5;0;3~380 В;290.0;26.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ200-15-15;MultiChannel;150;0;15.0;0;3~380 В;220.0;25.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;150WQ200-22-22;MultiChannel;150;0;22.0;0;3~380 В;290.0;29.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ250-11-15;MultiChannel;200;0;15.0;0;3~380 В;350.0;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ250-15-18.5;MultiChannel;200;0;18.5;0;3~380 В;400.0;24.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ250-6-7.5;MultiChannel;200;0;7.5;0;3~380 В;250.0;15.0;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-10-15;MultiChannel;200;0;15.0;1460;3~380 В;360.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-13-18.5;MultiChannel;200;0;18.5;1470;3~380 В;360.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-15-22;MultiChannel;200;0;22.0;1470;3~380 В;360.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-16-22;MultiChannel;200;0;22.0;0;3~380 В;400.0;31.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-20-30;MultiChannel;200;0;30.0;980;3~380 В;375.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-25-37;MultiChannel;200;0;37.0;980;3~380 В;375.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ300-7-11;MultiChannel;200;0;11.0;1460;3~380 В;350.0;20.0;7;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ350-10-18.5;MultiChannel;200;0;18.5;0;3~380 В;400.0;25.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ400-10-22;MultiChannel;200;0;22.0;0;3~380 В;400.0;35.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ400-27-45;MultiChannel;200;0;45.0;1480;3~380 В;500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ400-34-55;MultiChannel;200;0;55.0;1480;3~380 В;500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ400-40-75;MultiChannel;200;0;75.0;1480;3~380 В;500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;200WQ400-48-90;MultiChannel;200;0;90.0;1480;3~380 В;500.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ400-10-18.5;MultiChannel;250;0;18.5;1470;3~380 В;480.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ400-13-22;MultiChannel;250;0;22.0;1470;3~380 В;480.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ400-5-11;MultiChannel;250;0;11.0;0;3~380 В;400.0;14.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ400-7-15;MultiChannel;250;0;15.0;1460;3~380 В;480.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-12-30;MultiChannel;250;0;30.0;980;3~380 В;600.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-16-37;MultiChannel;250;0;37.0;980;3~380 В;625.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-20-45;MultiChannel;250;0;45.0;980;3~380 В;625.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-25-55;MultiChannel;250;0;55.0;980;3~380 В;625.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-5-15;MultiChannel;250;0;15.0;0;3~380 В;400.0;19.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-7-18.5;MultiChannel;250;0;18.5;0;3~380 В;610.0;20.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ500-9-22;MultiChannel;250;0;22.0;0;3~380 В;610.0;26.0;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ600-28-75;MultiChannel;250;0;75.0;1480;3~380 В;750.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ600-34-90;MultiChannel;250;0;90.0;1480;3~380 В;750.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ600-40-110;MultiChannel;250;0;110.0;1480;3~380 В;750.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;250WQ600-50-132;MultiChannel;250;0;132.0;1480;3~380 В;750.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;25WQ5-22-1.1;MultiChannel;25;0;1.1;0;3~380 В;8.0;30.1;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ1000-20-75;MultiChannel;300;0;75.0;990;3~380 В;1200.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ1000-24-90;MultiChannel;300;0;90.0;990;3~380 В;999.5;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ1000-28-110;MultiChannel;300;0;110.0;990;3~380 В;1250.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ1000-35-132;MultiChannel;300;0;132.0;1480;3~380 В;997.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ600-7-22;MultiChannel;300;0;22.0;1470;3~380 В;720.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ650-5-18.5;MultiChannel;300;0;18.5;0;3~380 В;800.0;14.0;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ650-7-22;MultiChannel;300;0;22.0;0;3~380 В;800.0;17.0;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ700-11-30;MultiChannel;300;0;30.0;980;3~380 В;840.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ700-14-37;MultiChannel;300;0;37.0;980;3~380 В;840.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ700-16-45;MultiChannel;300;0;45.0;980;3~380 В;875.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;300WQ700-19-55;MultiChannel;300;0;55.0;980;3~380 В;875.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;32WQ6-20-1.1;MultiChannel;32;0;1.1;0;3~380 В;8.0;28.0;4;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;350WQ1100-10-45;MultiChannel;350;0;45.0;740;3~380 В;1320.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;350WQ1100-12-55;MultiChannel;350;0;55.0;740;3~380 В;1320.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;350WQ1100-16-75;MultiChannel;350;0;75.0;980;3~380 В;1320.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;350WQ1100-20-90;MultiChannel;350;0;90.0;980;3~380 В;1440.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
Tsunami;WQ;350WQ1100-25-110;MultiChannel;350;0;110.0;980;3~380 В;1375.0;;8;8;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия WQ
